1.053128510233297845e+02,1.042369005995582114e+02,9.690781682253879126e+01,8.983600976917352909e+01,1.074716522442098068e+02,9.124785619992289298e+01,1.023644344647138524e+02,8.579832509653458317e+01,5.088981055377146134e+01,1.053446618504803496e+02
8.299502678618125628e+01,9.634817524900731200e+01,8.923492697608783430e+01,9.899643044891784882e+01,1.012201288718752323e+02,9.174439053302430125e+01,9.722286592147563056e+01,8.585302034001048810e+01,9.402124891201448520e+01,8.700521158652418308e+01
1.079158156131457815e+02,1.104186019880168459e+02,1.038545860651931605e+02,1.099946190782284674e+02,9.686500151985255513e+01,1.192070252654266227e+02,1.070579612984545008e+02,1.105513380711936691e+02,1.062561794463970273e+02,1.083062250229305334e+02
9.261326518120280582e+01,7.365228665830895238e+01,8.616954837434663261e+01,8.872137396289664935e+01,1.016443334753512602e+02,9.189248013520011682e+01,8.276391689085340886e+01,9.315040143982483301e+01,8.694086267316596661e+01,9.034094343838316377e+01
8.884683258540238171e+01,8.945221167670435136e+01,1.196847430002051311e+02,1.162036464899132540e+02,1.072018696709597094e+02,8.775509852599702754e+01,9.518197928279037967e+01,7.809870222708026688e+01,7.989319743738302293e+01,8.049034779316320964e+01
1.061336277774719861e+02,1.002306115963538815e+02,9.887333322713874395e+01,1.100521455545082716e+02,9.114892177160203346e+01,8.869500951919086162e+01,1.000467011385369460e+02,9.140123623383284723e+01,8.498288304927501713e+01,9.037310766915257432e+01
1.065991932083232285e+02,1.210556437355750035e+02,1.027180990023695131e+02,7.128326202887237173e+01,1.012780977320125828e+02,1.066661610728403673e+02,1.007578777310058484e+02,1.105254045470464348e+02,9.168470260789857207e+01,1.078068581857014721e+02
1.093645517949644983e+02,1.546507257580989005e+02,9.958280425003930247e+01,1.060249177347861433e+02,1.104236377482798872e+02,1.064676417892455191e+02,1.076810675959753212e+02,7.876499329865887944e+01,9.768718997741795818e+01,1.487447948791079568e+02
7.185958610715962891e+01,1.052996966440939133e+02,7.463575791964511552e+01,9.909861144790674814e+01,9.737833281772839200e+01,9.356352841205429627e+01,9.936039937710538084e+01,9.936039937710538084e+01,9.936039937710538084e+01,1.090722311063956909e+02
9.248785046345079763e+01,9.995654095276272244e+01,9.621482466116289345e+01,9.971876775241175039e+01,8.906918381650402239e+01,9.438297718152713855e+01,9.095442704554459112e+01,1.024607382645787084e+02,9.985665049884023858e+01,1.142506525493317611e+02
9.537576386632642311e+01,9.310226318047072880e+01,9.368764439231007657e+01,1.052688441417731724e+02,1.099274530889726549e+02,9.753780827155857480e+01,8.312472040741288026e+01,8.312472040741288026e+01,8.882073819447128926e+01,9.968616748381795389e+01
8.495001231328188851e+01,9.267282837838507703e+01,9.744108422645935264e+01,8.815605873581874619e+01,9.495153782945234866e+01,8.818170870253160842e+01,9.746790732568155136e+01,8.459702139910437779e+01,1.028292781910671891e+02,1.153034535247993801e+02
9.724509955032053199e+01,9.248495573920703805e+01,8.823405890901061355e+01,1.049077360045034766e+02,1.218675859672521256e+02,7.977868120884141945e+01,9.776349434831099927e+01,1.012672280671120575e+02,1.123384476706783914e+02,8.683248317772567759e+01
9.035873899259408404e+01,9.532303530215361320e+01,8.709145082122229553e+01,9.886828167202611439e+01,9.156214721518821875e+01,1.023476790119457149e+02,8.864303686935400606e+01,1.056997069548147294e+02,9.666200220875576576e+01,9.524092872302909996e+01
8.226430417750499657e+01,9.625139981042993043e+01,9.541288614234969145e+01,8.955912963674207106e+01,9.308075230635728303e+01,9.969406203508374631e+01,7.642268360399738469e+01,9.765584756993828819e+01,9.784872532228430941e+01,9.837471483623879465e+01
1.122500076413929690e+02,8.658889514636581453e+01,1.028715569467736231e+02,9.305140666491776358e+01,1.074334711928585762e+02,1.084961638792903500e+02,9.562128291820276615e+01,8.608266196732839148e+01,1.210212089439861813e+02,1.017211873877265589e+02
1.181294983747103657e+02,8.552596983888533089e+01,1.042235007853619209e+02,9.958609245564800005e+01,8.777798330884338895e+01,1.695282881284295513e+02,1.018028569878403715e+02,9.755255034767587574e+01,6.345499043817641649e+01,9.723007582345998401e+01
1.048930296490657241e+02,1.147670462888777081e+02,1.051451894681948005e+02,9.786825686338691810e+01,9.152361407990775888e+01,8.171773680444698584e+01,9.414543400079226387e+01,9.951999414771444208e+01,1.165576972902407249e+02,1.084877444553732460e+02
8.582597286159089833e+01,1.270123022309823000e+02,1.136360083114111035e+02,1.067600229023329632e+02,1.047237676582596748e+02,1.031291829900805368e+02,1.033887963112887007e+02,1.025794262249656583e+02,1.030456558482531477e+02,9.799784011146797980e+01
7.979916850264719130e+01,7.880520233496142168e+01,7.756602216744462908e+01,8.625043042521775760e+01,9.115244313328925330e+01,8.926046245059751527e+01,1.006897378742335576e+02,9.017280506340669888e+01,9.409757606510112282e+01,1.154373598881976619e+02
