1.093335285125523804e+00,1.082165000094548635e+00,1.006076034472668024e+00,9.326580602566725275e-01,1.115747493373853594e+00,9.473155451212200706e-01,1.062725460897433694e+00,8.907396896123461749e-01,5.283270274343427886e-01,1.093665538265903070e+00
9.096791697224090312e-01,1.056038312880926089e+00,9.780725113924910730e-01,1.085064902602670411e+00,1.109438075471453899e+00,1.005577854945228999e+00,1.065625488348015626e+00,9.410046274491392637e-01,1.030533695312764841e+00,9.536333886782942804e-01
1.031566789568032050e+00,1.055490913117776541e+00,9.927455148301521648e-01,1.051438062415614771e+00,9.259321080196213360e-01,1.139499411169087262e+00,1.023366564083979968e+00,1.056759736731855526e+00,1.015702335014667668e+00,1.035298711336686495e+00
1.061958991268767027e+00,8.445410912925120916e-01,9.880714872827888184e-01,1.017332242992116775e+00,1.165514612129004091e+00,1.053694039602534271e+00,9.490204834361208874e-01,1.068118116295447173e+00,9.969158375291895524e-01,1.035903193526170885e+00
9.627999456228617525e-01,9.693602127615522646e-01,1.296978864628838712e+00,1.259255521733127825e+00,1.161706627984251616e+00,9.509692313200223124e-01,1.031451564575006197e+00,8.463264707289441802e-01,8.657727451837956556e-01,8.722438405885890589e-01
1.102078039121864084e+00,1.040781872826376908e+00,1.026688067545138194e+00,1.142767427380926071e+00,9.464787652857528100e-01,9.209976537855910639e-01,1.038872170115094251e+00,9.490987664446732808e-01,8.824514065065021118e-01,9.384228107060859081e-01
1.011075823609391966e+00,1.148192880346818212e+00,9.742642830837371370e-01,6.761100220013561701e-01,9.606061077579691743e-01,1.011711002795407932e+00,9.556719065680215897e-01,1.048315292722504788e+00,8.696143320756878348e-01,1.022530327390304139e+00
1.037295488212895744e+00,1.466823549722735986e+00,9.445180532153917285e-01,1.005619892363522672e+00,1.047340654246797786e+00,1.009819019564034637e+00,1.021328060601039756e+00,7.470663102153330959e-01,9.265386247798552688e-01,1.410807268817019233e+00
7.148891436038778968e-01,1.047565314993433638e+00,7.425076590593580050e-01,9.858743322662836261e-01,9.687602827245243020e-01,9.308090168972786849e-01,9.884787078082130085e-01,9.884787078082130085e-01,9.884787078082130085e-01,1.085096061788290545e+00
9.688624992824073079e-01,1.047101252779019998e+00,1.007904660148534637e+00,1.044610444137668015e+00,9.330500342377884282e-01,9.887150226066238057e-01,9.527990224291108534e-01,1.073334134763676895e+00,1.046054843825229286e+00,1.196840149478174409e+00
9.987429809001879821e-01,9.749356449479167352e-01,9.810655604817498654e-01,1.102339996368737474e+00,1.151123385336351390e+00,1.021383184098419106e+00,8.704541665590322941e-01,8.704541665590322941e-01,9.301009526322784327e-01,1.043880080550053879e+00
9.023633498690243337e-01,9.843973129628619256e-01,1.035047091614255343e+00,9.364188927806247342e-01,1.008602417089983883e+00,9.366913540699969287e-01,1.035332014252980271e+00,8.986137793261045337e-01,1.092282030412344396e+00,1.224786291853636966e+00
1.070963529989795715e+00,1.018539907177098414e+00,9.717246383775244301e-01,1.155352401243444405e+00,1.342131795456556143e+00,8.786052812989255667e-01,1.076672629217946930e+00,1.115259365711437134e+00,1.237187077058908846e+00,9.562890380268022072e-01
9.653894886802149022e-01,1.018427850319320482e+00,9.304819004126313464e-01,1.056305133893819193e+00,9.782466584640798768e-01,1.093478888821669548e+00,9.470589894507154272e-01,1.129291833733100159e+00,1.032733324164305522e+00,1.017550626607236719e+00
8.446335220514767927e-01,9.882434384766706215e-01,9.796341545370566006e-01,9.195317927168601413e-01,9.556894018829849013e-01,1.023590335883943103e+00,7.846557636686459780e-01,1.002663345987117038e+00,1.004643682621799705e+00,1.010044182634234122e+00
1.129674658027802758e+00,8.714233750965491021e-01,1.035290717181032827e+00,9.364615487512365499e-01,1.081201439364340766e+00,1.091896289390264174e+00,9.623245677265060971e-01,8.663286868606387969e-01,1.217947291947394151e+00,1.023713494466057528e+00
1.260035873984436172e+00,9.122682449092438528e-01,1.111706658443880613e+00,1.062241444943873514e+00,9.362894910830176221e-01,1.808284362805030687e+00,1.085886706061283791e+00,1.040550537570551715e+00,6.768467269861773161e-01,1.037110842366994579e+00
1.026278682019475141e+00,1.122886557845424793e+00,1.028745826382640782e+00,9.575479514829210448e-01,8.954716471231549679e-01,7.995304502679048131e-01,9.211236652019532123e-01,9.737086322152195272e-01,1.140406377377609193e+00,1.061449552629236681e+00
8.313001138163094161e-01,1.230225976825937595e+00,1.100664792873937481e+00,1.034064820131607165e+00,1.014341895243974223e+00,9.988969387587761650e-01,1.001411522354777039e+00,9.935720604477746853e-01,9.980879048475632676e-01,9.491953650183855284e-01
8.475723334112570395e-01,8.370151028049089836e-01,8.238533763633066886e-01,9.160932368712842999e-01,9.681590719840141857e-01,9.480637437733592243e-01,1.069457710925908911e+00,9.577540246587240569e-01,9.994402649846571007e-01,1.226096891974870928e+00
