1.038371814619761802e+00,9.691668977068456092e-01,1.027988378627498811e+00,8.910778915138730660e-01,1.077708921255176699e+00,9.886335943850965702e-01,1.041025510972489299e+00,9.221000452972601957e-01,1.001701022974955446e+00,9.708092669254879681e-01
9.349912627070289250e-01,9.626956881346384609e-01,1.233362602393140328e+00,1.049467369828356533e+00,9.917915817869008555e-01,1.012920976448080213e+00,9.803417328484742566e-01,9.526944938393429041e-01,9.980379825672389682e-01,1.028715977335746601e+00
1.039227522859350827e+00,9.003168438964330722e-01,9.609391603576529217e-01,1.033594469052979470e+00,9.356300950792073579e-01,1.156771251694452163e+00,9.354093998085732942e-01,1.010788301490547214e+00,9.773107286437282548e-01,1.032417139677044071e+00
1.052629933632489134e+00,8.377237921788270869e-01,1.082169225768228049e+00,9.897017379163380868e-01,2.382551717165988237e+00,9.742495942334962189e-01,9.714813230551667678e-01,1.046786783334313187e+00,1.037463276776795729e+00,1.056795748591066619e+00
9.676334358997586982e-01,1.074175340834345960e+00,9.519304619776497445e-01,1.309631776399374115e+00,1.053303934034586886e+00,8.760689656927279634e-01,1.067917758308027265e+00,9.381581045527863649e-01,9.951138942311720248e-01,9.559898466922939209e-01
1.124739836297572682e+00,1.001870911942080555e+00,9.990114352686314536e-01,1.128493929301707110e+00,9.579551216654187407e-01,9.928265950165219289e-01,9.955307784267806159e-01,9.951909209293435810e-01,8.596991147150737644e-01,1.115303799939015184e+00
9.388194545515846645e-01,9.238209177251303084e-01,9.646943918612941316e-01,9.591092461137282754e-01,1.051944203723456761e+00,1.090856014292319598e+00,1.007811764617382977e+00,1.037104067178363564e+00,9.569032046802961045e-01,9.458938470106738050e-01
1.092874554011598276e+00,9.472712229502990855e-01,9.590906825027935012e-01,9.683030020488220257e-01,1.009828979758706780e+00,9.720741059187553157e-01,9.711138388803678412e-01,1.045136245460474012e+00,1.042879986414116944e+00,1.184801924289240693e+00
8.786940291268119374e-01,9.932279078759977953e-01,9.883209633069519606e-01,1.027062382955387987e+00,9.980921321258463541e-01,9.878247794815064875e-01,9.900092536947945332e-01,1.117468124492961845e+00,9.751221992735092936e-01,9.945494078743216670e-01
1.001489377804069214e+00,1.110636574874975135e+00,1.011255768908616348e+00,1.071351615803773472e+00,9.765490636169477101e-01,1.012528617031991374e+00,9.877217903743957805e-01,1.097235282143547375e+00,1.104417206598007573e+00,1.251765807319575430e+00
9.301528816371983366e-01,1.093220262529419173e+00,9.529221091376108843e-01,1.059515887374756993e+00,1.159139149446655637e+00,1.091187232089756654e+00,9.839934967265652199e-01,9.839934967265652199e-01,9.763777330575810209e-01,1.025802429608775101e+00
1.137625500678987933e+00,9.068837437394663414e-01,1.039219277406816300e+00,9.818041416151297440e-01,1.221681129255239862e+00,9.707122284485404373e-01,9.281018332274636462e-01,8.616269777983024403e-01,8.847108581219199630e-01,1.167998566484516054e+00
9.370258933414093994e-01,1.026469293842900088e+00,9.591082063508716837e-01,1.099283889507471024e+00,1.062627409397292944e+00,9.844661664893016306e-01,1.000485652191926533e+00,1.010124794957284022e+00,1.262476042880471327e+00,7.043854142874461655e-01
1.032515779436181447e+00,1.107202127642498146e+00,9.803729070851914251e-01,1.097952292804042607e+00,9.594627084793105887e-01,1.027490300216028496e+00,8.042836224454631422e-01,1.051615487314441433e+00,1.101188470641239814e+00,9.573702423194667688e-01
9.002196639365473985e-01,9.667126349665607910e-01,9.670175203238005057e-01,9.338817890651570641e-01,9.498948405196382394e-01,1.128690746934612354e+00,1.235710468642564619e+00,9.879024904534816631e-01,1.023074038282099529e+00,1.021930737637741782e+00
8.608105376974481970e-01,8.155388656166526751e-01,1.050833915829950893e+00,9.751350543513692681e-01,1.065602214611948373e+00,1.029533348630722323e+00,8.457563710874729246e-01,8.429782302442601072e-01,9.665184515484804839e-01,1.033996293677662326e+00
1.127616680752034029e+00,9.451298146924848043e-01,7.011650971790138742e-01,9.102174826579229050e-01,8.695949408679741754e-01,1.613139205621424876e+00,1.051631665655346159e+00,1.015102406510014488e+00,7.902204808111020773e-01,9.952103690176420381e-01
8.628582680160803431e-01,1.033540390554630095e+00,1.025753336692320161e+00,8.156150415824303668e-01,9.707975850924643879e-01,9.662454139116697371e-01,1.050781702613297286e+00,9.878292231620279251e-01,9.736879957074502379e-01,1.012317309966787704e+00
8.352360094598187956e-01,1.099122170707601986e+00,1.067473412734805116e+00,1.133319325141181944e+00,9.589517751004494883e-01,8.644766356656885531e-01,9.351207976902862207e-01,9.492607731866744558e-01,1.012416365302871268e+00,1.002202952818244341e+00
7.181743678451336654e-01,9.233405895971823485e-01,7.620617377296693418e-01,1.049493279742393481e+00,1.049974638448565090e+00,9.513281802644438789e-01,9.336900833360347596e-01,1.018312957750156622e+00,1.194111600493876990e+00,1.018793738066783305e+00
